350
33 188
26 14 27413
42 11 77716
39 27 69944
13 23 128939
6 16 38619
46 33 45955
25 7 79204
12 40 116199
29 3 98540
31 41 5899
20 37 42027
21 16 101932
18 23 76986
40 11 91636
30 32 92079
45 41 20287
43 9 123757
37 39 44143
32 16 84533
3 40 131200
16 22 9561
5 33 53758
30 19 55130
21 41 77431
35 6 126341
13 24 119581
13 45 127961
46 2 31853
6 38 77890
41 29 55803
44 39 83243
8 45 37889
46 25 108979
6 10 95009
20 43 100600
29 38 56648
4 21 74980
38 19 37197
14 11 37631
16 40 110620
38 11 32493
22 13 151574
37 28 126612
38 23 40770
43 30 117617
17 37 76412
38 40 59143
46 38 16797
3 28 73769
30 13 164646
45 18 73650
13 11 135982
24 9 61747
12 10 98201
39 12 74921
35 11 34265
7 37 48759
10 27 73214
42 30 99731
32 42 119823
39 6 96528
5 17 65231
32 37 102684
1 12 77426
5 30 42533
16 34 86349
40 36 58105
1 43 97907
7 18 63626
4 8 104233
20 42 69442
30 24 68879
23 37 59873
41 40 62763
31 16 54486
26 17 73182
10 8 62367
29 15 92150
36 27 56809
22 45 54349
43 33 113236
11 10 2933
24 2 37124
15 8 64979
8 37 22613
26 15 108691
46 19 20400
31 21 83330
2 4 65570
13 4 47931
7 34 51585
42 35 111981
17 9 90586
15 33 115574
29 4 106473
25 44 123385
46 35 82084
7 16 34764
45 23 60942
25 37 127963
18 10 85252
5 19 12597
19 35 83253
9 38 49955
1 4 100575
23 41 40655
17 4 91145
42 8 60361
34 5 28602
42 31 48658
20 33 12636
4 33 115904
4 46 93267
42 19 69795
35 12 109653
6 25 83059
1 15 100245
5 21 91870
46 30 50336
10 19 71801
29 18 113408
39 10 54064
13 44 145898
5 32 91503
39 33 47796
39 4 105384
30 28 170300
33 41 39319
6 8 74998
9 39 68593
15 39 97740
12 33 92755
25 12 155779
2 17 25575
12 6 117158
14 27 56444
37 29 82153
6 15 59826
39 46 35435
10 35 31332
20 27 67828
10 43 115968
20 4 103268
9 40 102557
19 44 81480
31 1 20573
23 3 96697
20 8 44285
11 32 78484
17 30 107307
27 32 101357
42 27 26759
14 2 20194
15 3 115814
43 12 114081
9 30 106812
20 22 84101
26 38 22275
15 20 102938
16 5 72342
25 21 143744
39 24 40706
8 31 23501
46 32 83700
27 3 86320
38 16 58018
7 24 35046
19 14 32059
15 18 90653
5 41 14439
31 14 1606
28 22 183995
34 46 36405
27 31 58050
7 1 37083
18 5 101204
27 23 34072
44 32 112213
42 5 57198
31 39 25382
11 39 51131
44 17 71834
43 46 67281
12 42 96195
19 39 48521
41 25 102343
15 12 100813
16 2 32686
6 5 78161
13 34 136120
22 15 71352
22 19 94500
33 10 64584
9 16 97697
24 38 22068
23 44 75804
39 45 49086
10 17 49279
3 35 85739
22 8 85066
36 5 19097
36 24 16565
8 33 56921
43 14 78940
8 40 80365
19 7 50175
38 28 152117
7 9 62933
34 44 92936
21 36 82089
32 33 106337
6 27 78186
34 38 28331
29 7 53938
43 41 73917
44 5 68883
5 13 122113
37 9 75460
36 11 37996
15 28 189583
40 13 160391
28 13 249880
4 38 86746
2 11 26637
23 30 90402
41 16 57903
45 34 58779
21 38 87592
3 33 107756
6 37 52385
14 36 365
42 45 22472
15 11 118909
31 33 35902
43 37 68555
42 41 42759
32 13 165348
18 22 19301
39 8 32761
6 4 136875
9 15 126095
16 11 59323
33 27 80464
14 37 30643
15 45 96542
30 25 125514
8 26 50038
32 21 135200
40 23 93372
11 7 24559
8 3 57161
28 46 135570
37 12 64773
31 28 148105
30 31 62871
39 14 23776
26 40 81418
18 20 103402
28 45 129646
21 40 140194
14 41 5023
35 17 80611
34 17 79238
2 26 47607
5 39 35924
9 1 25850
19 18 113801
29 9 96327
46 11 49290
45 46 26923
31 10 41348
33 11 61651
12 34 67599
4 43 157834
4 18 122944
8 35 93050
32 15 77523
15 41 76255
9 13 147468
7 6 73383
11 22 68884
10 41 44765
33 26 51433
7 13 111423
36 15 80913
14 5 19462
29 26 78923
6 44 117564
8 34 25439
18 41 86765
21 28 186790
20 19 53719
9 4 126425
3 34 82600
39 18 105518
5 31 20338
15 30 19283
37 33 54663
32 35 106883
22 29 94107
4 34 115077
42 10 80649
38 15 86416
14 33 34296
36 9 45182
40 34 84719
10 40 94569
37 35 90792
7 39 41892
35 31 72031
36 20 22025
25 42 111700
39 41 28799
5 23 55094
35 25 132162
2 44 60366
4 12 140067
39 40 77781
41 46 6636
35 24 87355
27 11 76147
44 14 59467
16 45 44788
4 23 81008
26 12 85872
22 9 107258
22 34 95910
14 23 35632
33 28 181275
43 39 102716
26 4 109021
33 18 116038
38 12 63597
8 36 22260
6 32 123152
8 13 125276
40 2 77934
14 1 18967
5 8 3163
6 30 79109
11 28 184610
46 1 30626
18 27 111058
12 46 46800
31 23 37238
42 6 104945
9 18 126559
28 1 147677
1 5 38429
41 37 35666
46 36 11294
23 24 52562
33 16 87176
29 25 128986
29 13 154161
30 35 132420
35 21 138389
18 36 82107
3 32 145501
8 32 94666
33 42 82078
26 32 99454
26 3 100873
19 21 104467
5 35 89887
10 1 58709
30 44 102927
31 34 35075
17 21 94821
3 22 110226
25 34 130789
26 27 73581
32 28 219270
39 26 40913
14 38 5138
27 8 48414
3 30 96531
27 2 49510
39 20 35160
12 24 65343
37 31 32249
36 10 40107
4 25 68764
5 40 77202
4 7 63492
41 11 42654
32 1 91008
19 36 31694
9 21 121917
12 2 78653
15 21 106631
24 27 73374
3 31 74336
24 40 74670
37 22 93084
17 6 45730
30 22 90635
2 10 23704
20 23 57292
38 5 24600
27 46 59380
23 16 48124
37 36 31008
6 20 94412
30 41 56972
41 7 23139
30 27 94110
42 7 65898
20 41 26683
42 38 52920
30 38 67133
22 42 76821
10 28 186971
45 11 62941
25 14 97320
8 24 29509
21 34 76353
5 12 38997
36 16 53245
17 45 37677
29 23 67298
35 20 81809
5 9 64279
14 28 147229
14 15 81278
46 5 7803
37 45 55953
10 34 63757
46 20 33319
10 4 85118
9 19 76876
3 16 100665
27 43 42754
7 5 37578
21 44 22987
26 46 39072
16 46 64539
42 2 67976
33 35 94445
40 7 75856
6 28 178997
37 24 47573
32 38 77179
37 34 2826
14 13 102651
1 24 35897
8 19 15760
43 42 69513
31 22 64047
24 42 54666
17 1 64736
20 7 39776
2 1 39161
7 35 52958
21 27 99328
14 17 45769
4 45 106918
35 9 88774
26 20 38797
28 7 165345
15 23 109685
29 21 31493
3 6 132159
2 15 101472
35 44 115402
13 20 124311
9 44 98930
20 38 16522
43 24 85824
39 42 71558
45 24 32194
43 25 114242
34 28 129438
30 4 143603
43 11 116571
20 5 41122
14 32 72041
24 16 69810
14 18 81742
6 29 123165
17 42 60149
32 41 77064
16 30 100196
36 35 70790
25 36 97685
4 22 103643
9 42 92599
11 17 52212
2 13 113501
22 40 120181
16 13 146187
26 35 43012
39 3 89922
12 16 111339
42 44 56629
22 32 86702
41 17 50792
20 30 83655
27 16 82196
29 40 109250
37 16 83523
43 36 78575
45 36 24945
40 46 69399
20 1 40627
2 6 71305
12 17 104228
16 17 7111
38 27 51306
3 5 53998
29 10 75564
1 29 70477
24 26 44343
13 6 184806
13 31 104257
24 21 89338
9 25 142137
19 25 129379
30 33 96291
10 32 75551
1 25 116287
31 6 84634
23 21 98791
36 12 58094
31 40 59346
36 32 72406
28 36 146864
46 8 10966
29 11 78497
34 24 50399
15 4 162886
13 35 164381
30 1 80962
41 24 11907
17 8 68394
21 42 79616
12 14 58459
8 12 42160
23 1 54599
45 38 30448
37 38 25505
10 21 107057
28 25 218874
36 39 24141
42 23 60831
9 26 72230
7 23 17516
10 15 121020
37 46 33579
13 33 136947
23 25 92564
3 38 78598
36 17 46134
26 43 106353
44 1 78434
39 16 76656
21 8 95033
18 13 170875
4 41 86631
40 30 119735
9 31 46423
10 16 56390
31 19 32935
18 44 107807
22 5 81903
24 15 88162
22 41 67464
19 11 69690
25 13 116695
8 11 60256
40 25 107960
27 44 83388
11 25 103763
12 32 130500
16 18 28862
9 34 78286
6 1 101995
12 18 140201
35 45 95735
45 31 26186
25 3 145105
13 36 103016
21 46 84067
23 9 80449
33 40 29985
36 44 59102
10 25 100830
38 10 35426
46 42 49395
37 21 73527
32 17 77422
30 34 71135
44 38 64605
39 13 126427
21 18 130794
46 23 47291
34 19 41199
37 18 112385
16 26 80293
28 23 170466
19 41 27036
23 36 35997
3 43 129074
34 35 93618
24 5 26346
1 37 49610
38 33 29158
8 25 119945
40 44 117207
13 21 122911
31 44 60343
28 27 152413
4 32 117417
39 32 95817
35 28 159508
28 17 167323
1 3 92427
22 23 57685
22 43 79363
22 14 62441
14 45 25310
29 39 75286
10 14 39742
3 13 176111
43 13 181591
11 5 57093
15 46 69619
1 13 121618
19 23 67691
43 17 96035
4 36 81973
44 10 84070
36 7 18481
26 25 124733
34 26 50606
45 30 77259
16 15 80913
31 26 29019
8 28 130930
34 18 115211
5 37 25776
1 27 75411
13 10 133049
45 32 97351
31 29 52386
7 38 23254
1 11 56598
46 31 12535
24 28 154113
19 16 84939
17 38 50907
20 32 93701
42 18 96122
33 45 59606
43 7 94342
12 28 166764
32 29 103707
12 3 92995
19 45 47323
36 29 51145
30 36 61630
26 13 130064
12 19 26400
5 25 116782
38 43 84078
26 30 89408
34 39 46969
36 38 5503
35 39 83925
38 41 10161
1 35 89392
21 11 109990
7 31 19722
44 37 90110
12 45 73723
3 21 113021
34 20 44853
26 10 57701
13 37 133294
28 19 140364
2 5 39656
24 11 54561
11 37 57998
43 28 195167
20 24 38590
8 18 104367
27 29 91894
21 45 57144
1 45 44277
26 7 45529
14 30 61995
14 3 73460
7 22 44325
21 2 83353
17 25 51551
4 5 101070
28 26 174392
7 33 52412
41 13 107674
45 29 42663
7 3 91576
1 33 53263
14 16 52880
34 2 53663
24 46 18543
35 27 104546
12 30 81530
31 15 82154
38 18 86880
44 16 78945
29 44 8506
26 21 109867
14 46 11659
15 7 99394
29 17 77435
34 33 54734
16 42 67260
23 26 63045
12 41 53436
27 19 64174
19 37 38373
27 25 126636
32 23 67285
22 17 16672
31 12 59335
43 8 78247
7 17 27653
37 10 60931
13 42 150433
40 32 129781
30 37 68309
21 6 125912
32 18 67401
42 29 65135
12 9 103276
29 43 129720
23 35 70474
41 44 54444
43 40 136680
23 17 41013
4 19 113667
12 20 80119
11 44 87003
11 6 97942
18 46 93401
43 19 87681
22 2 42247
15 35 151703
28 9 173527
26 45 52723
40 1 76707
32 34 105510
20 3 95120
11 34 60824
46 7 29775
44 46 61080
6 18 67481
45 3 55877
22 35 97283
19 40 89799
25 16 44440
1 16 71847
19 24 38943
19 26 59472
28 4 228837
16 8 75505
27 15 113393
44 33 93763
25 33 131616
6 33 107048
44 4 97967
27 4 115080
38 31 6744
19 33 66355
4 24 98538
43 34 71381
26 6 100165
41 27 61467
15 40 139018
1 26 46380
23 2 15438
27 40 110449
22 33 96737
9 14 44817
14 42 47782
22 44 88506
22 39 86217
40 6 137033
41 2 25217
20 45 46970
43 35 147300
25 45 89228
28 20 168639
46 17 57428
31 4 83214
11 9 54509
3 2 93654
6 34 55211
12 13 142901
25 18 54180
6 36 83393
33 36 34661
37 2 50837
22 6 48180
37 27 25801
40 35 124430
27 22 91757
26 44 86880
3 11 111091
28 5 127767
28 29 172309
2 8 42819
24 6 99958
37 40 84648
32 31 73647
24 32 88971
40 18 139482
10 24 56672
8 29 73405
29 35 106896
21 22 111493
2 30 82189
3 18 129527
21 14 82454
23 12 94091
39 2 43970
1 36 19332
25 20 118980
12 21 91633
29 12 109239
29 16 84546
9 33 79113
36 22 62806
25 24 114250
38 13 107789
11 23 42075
36 3 73095
44 43 126142
39 17 69545
17 40 103509
42 40 105522
34 27 28627
18 1 100709
9 32 67732
2 25 77126
38 35 65287
6 9 127845
6 46 85964
14 35 70425
31 24 17806
17 24 62699
11 26 54768
41 26 32436
38 2 25332
3 17 93554
25 39 121096
8 44 72046
10 3 113202
33 29 85806
12 27
9 10 297397
1 6 448775
7 9 422066
12 7 468274
4 10 550820
9 1 376166
12 6 395481
9 5 376838
3 5 313154
2 6 16267
3 4 431196
12 11 212959
3 6 467538
3 11 198412
9 2 459969
8 4 620005
8 11 54489
2 8 455458
8 1 156025
10 7 387060
5 4 471379
7 4 754746
11 6 455560
6 7 550356
2 1 465042
11 4 629608
2 12 379214
47 170
10 3 326448
12 15 136975
7 15 141508
6 4 172719
44 24 86603
6 30 118603
14 23 267843
6 47 287934
7 13 219260
1 27 118411
10 5 196449
20 10 146007
15 23 172268
21 22 161771
6 2 205250
44 28 251893
9 32 139631
18 13 326962
10 41 187202
15 41 149028
10 30 266359
15 42 48478
27 47 244129
13 39 198158
13 32 183576
35 36 132128
16 3 203814
28 18 135050
36 47 291051
45 40 175043
3 45 312819
3 46 224546
7 35 161980
44 39 228497
3 43 260460
27 40 91886
8 39 113823
5 41 182324
22 11 185293
37 9 294275
32 29 68221
27 42 16256
39 28 106292
40 38 180068
7 46 116972
5 6 48693
5 27 124580
35 18 291759
5 2 244101
27 10 201337
45 30 210106
38 24 179362
43 34 233383
10 16 231570
22 27 137848
6 46 155647
13 46 102288
16 29 128905
45 1 203372
39 34 126294
26 12 71470
25 6 182873
38 25 227250
38 10 213394
15 4 183872
4 7 120738
6 41 231017
19 1 205071
39 36 227104
5 15 59846
40 23 199420
16 31 82536
5 8 139646
28 17 172792
35 13 289560
6 9 162658
8 38 127649
9 14 232854
36 12 127713
13 10 291188
19 41 199486
41 45 197787
22 26 67713
9 31 41688
40 43 167787
8 42 182324
14 10 354764
32 12 210737
36 2 227220
32 1 175549
35 17 163861
34 4 125600
12 28 219073
19 35 152511
37 33 341305
45 24 176833
18 10 199702
33 30 206079
1 39 98721
27 19 112081
4 19 107044
21 47 268052
30 21 208863
24 15 26446
44 36 224705
37 34 378893
9 4 139614
44 33 204364
35 25 53862
8 19 72019
11 3 313588
44 32 198561
46 14 242932
7 41 76384
36 30 161286
27 11 176913
22 28 148626
45 25 224721
38 36 167616
26 30 179812
35 11 132651
11 39 222351
2 30 258980
46 34 121834
7 40 89494
16 22 168081
6 22 181653
39 9 169567
38 35 173388
32 10 222115
12 7 130463
37 4 274131
33 38 110757
41 1 53673
24 25 59836
41 36 165443
35 29 174205
26 20 23804
15 34 157074
24 35 5974
1 26 36282
18 36 288594
44 14 244185
18 26 178068
42 19 128337
11 40 136835
9 12 182491
26 23 117672
25 26 215161
47 7 320903
40 36 138808
35 12 116503
47 26 319290
3 14 126445
35 41 169500
15 46 166800
7 38 156023
27 36 46922
41 31 161459
34 10 105956
40 16 122119
44 12 197132
24 17 169835
19 43 76788
6 38 205065
47 16 274362
45 7 226083
22 46 125692
11 43 227952
33 32 165534
11 10
10 1 514680
1 7 217855
9 10 430779
8 4 306445
7 4 597716
6 8 514997
5 9 506143
5 7 584956
10 7 564733
3 6 331733
50 50
3 14 8622
36 12 977662
20 50 938287
17 24 628740
7 25 361441
4 40 630043
29 16 411052
38 15 167629
10 15 370321
26 35 379764
18 19 700241
46 44 524478
16 23 801715
46 30 296448
29 28 681563
45 49 822678
30 44 547648
28 39 531722
19 25 897635
8 46 480690
11 33 522876
30 25 105529
7 29 525091
30 45 655626
19 33 708426
11 49 791697
29 9 965690
26 16 671534
30 42 204242
28 1 694779
36 23 607578
6 49 843243
3 42 214900
35 4 373974
43 42 532190
11 41 195590
23 35 393572
29 14 524598
46 17 456826
42 29 649862
49 30 303639
46 22 771871
18 30 331803
34 35 166182
10 33 180857
48 39 660203
21 28 660799
7 23 724209
2 10 490201
14 5 793662
9 26
2 6 89171
5 6 74354
7 6 121662
3 8 76930
4 2 346109
3 9 220896
5 4 331292
6 4 256938
3 7 61437
8 9 297826
5 7 47308
4 9 538059
8 5 91059
3 4 317163
2 8 105876
2 3 149396
3 1 103243
6 1 43018
2 1 46153
6 3 60225
9 6 281121
1 9 324139
1 7 164680
8 6 16705
7 2 210833
7 8 138367
3 1
3 1 5
38 566
33 12 178913
9 38 52344
25 21 89396
29 35 194316
9 27 107874
17 28 74297
11 27 145799
24 25 92769
12 35 152936
18 20 98004
33 31 170286
14 19 28531
6 38 67613
8 19 7407
11 23 130690
4 3 14230
32 4 57071
11 5 283413
11 31 259118
16 21 81876
5 27 187842
4 28 73993
24 5 148861
20 1 146151
29 34 248435
34 2 174083
10 4 104284
22 3 130793
6 27 79090
16 31 155659
26 13 107696
15 22 177107
22 33 152035
7 16 23380
28 24 79182
13 8 162335
17 12 128234
24 36 45909
15 33 45010
32 37 92479
27 12 171343
8 35 114677
10 1 200996
1 8 119681
22 31 46998
5 8 148961
3 36 50714
15 20 139739
4 30 101558
2 19 35607
3 6 44914
35 23 118439
36 18 55293
34 1 237306
8 33 25947
8 14 35938
34 33 125060
8 27 53695
35 5 240691
15 16 70070
31 20 172502
5 28 217689
12 37 178849
27 23 57457
25 7 101434
32 12 105374
28 21 146343
17 31 139913
36 14 67133
36 22 157283
6 22 147247
25 4 87580
19 29 176251
9 26 110163
12 8 152966
11 12 247439
4 22 116563
30 20 180753
25 17 163553
12 16 152967
13 29 286137
22 13 237497
7 23 4803
27 26 93520
17 26 125323
21 18 91159
15 26 81434
11 4 139741
19 34 138476
10 5 210930
5 25 218883
37 25 118752
21 3 86580
9 36 125757
34 26 159338
29 37 209541
16 8 19072
32 11 142065
9 2 122762
12 29 41380
13 27 201216
38 15 23615
28 31 214210
31 21 187636
29 31 123697
7 9 103127
7 21 68102
32 14 83484
21 2 95461
32 8 66596
13 10 216209
1 11 223910
13 16 166572
24 26 54539
7 24 8665
35 28 183381
1 32 167227
27 14 74819
20 22 195758
22 35 117617
1 35 155896
14 18 45222
18 34 130943
10 16 113810
10 8 109573
24 21 67161
16 6 40210
25 14 113993
38 3 22699
16 37 44934
12 14 159476
16 30 111084
29 10 121681
33 17 111445
7 5 157526
37 22 151971
10 33 88750
9 16 98799
32 18 75880
28 29 139300
14 24 21224
11 21 193989
5 29 89249
25 15 74266
28 2 107482
10 7 118138
25 8 92869
1 31 213089
34 16 150120
5 9 143027
18 35 90579
18 7 32663
17 24 85398
33 32 92543
9 12 232714
1 24 104967
30 12 208245
27 29 129963
37 30 136966
14 35 94687
35 2 101763
4 12 143441
27 36 84890
2 31 112644
23 33 44523
14 1 93369
38 33 21395
15 10 43744
23 31 144806
18 1 128965
26 33 79214
9 4 89273
19 33 33354
32 13 210535
25 1 184292
37 2 68897
19 37 33290
29 16 184355
14 2 7105
19 38 34811
35 31 70619
27 17 95818
26 32 106421
17 19 78091
18 26 39699
38 1 133641
20 35 138927
9 31 201235
37 23 44459
28 36 114713
11 29 275762
6 14 4271
34 11 165963
23 2 32162
15 31 172506
6 13 187730
27 33 34135
31 32 117053
34 27 159195
9 17 165246
32 6 87776
11 9 206918
15 2 94033
23 36 49771
33 35 111920
34 21 142410
9 34 156009
12 18 162250
6 1 97653
3 33 44094
1 13 267202
34 23 149645
25 30 156253
12 38 180370
25 36 124064
15 8 65833
4 18 18809
25 20 114916
37 24 40597
36 1 150876
21 17 152559
12 23 142114
34 24 145783
36 13 193530
21 22 188913
14 29 190864
1 29 208074
28 33 99432
15 14 86957
28 14 100406
29 21 236801
14 30 127971
29 33 164098
21 36 113070
29 23 173502
5 15 171756
26 31 195483
6 26 80034
13 38 165515
13 25 216166
10 23 113335
8 6 40209
23 9 98324
32 16 66604
7 28 87847
6 31 123991
26 3 35120
25 22 145238
28 15 101652
33 25 72046
7 20 82671
18 11 158550
4 14 26413
26 16 58876
35 4 109388
15 34 127280
15 18 50893
10 18 94633
16 5 153198
2 22 150052
26 4 49350
31 36 186853
26 35 130278
2 20 59858
7 22 130417
14 5 170085
30 31 241775
13 21 229396
26 25 108470
18 9 79622
25 16 97106
32 7 70925
3 15 46314
33 30 126997
22 28 167212
23 16 18577
21 5 216022
36 37 71892
33 11 175213
32 30 156148
24 35 114577
14 34 167007
38 4 36929
28 18 92802
16 33 44998
23 28 83044
13 18 147395
4 1 110156
17 2 113698
32 23 66122
9 35 164546
11 14 155776
31 34 151254
35 15 135817
17 10 180257
17 3 90203
36 17 116693
16 2 43015
30 35 210946
27 24 53595
7 8 23379
27 32 105477
20 36 80929
3 30 115788
30 10 172957
7 14 29889
19 24 7307
26 22 165913
4 15 60544
32 24 62260
6 23 29357
7 37 49262
8 17 85498
2 13 190535
19 6 32802
28 19 76111
23 20 77868
18 23 27860
34 37 171766
25 18 77929
21 30 173925
24 30 106747
31 3 160363
18 22 135372
23 24 3862
28 16 83519
6 4 30684
20 34 132572
19 13 154928
5 4 143672
28 26 123343
5 13 288349
33 7 49326
18 30 120367
3 13 142816
35 21 181738
1 16 119682
27 2 81895
20 14 52782
24 2 28300
3 20 93425
37 4 35408
25 19 85462
28 9 130381
15 29 165421
9 1 185985
38 25 50651
30 22 194777
3 10 90054
20 28 153188
32 29 144447
18 31 161198
17 14 106622
37 1 145564
23 5 152723
30 36 142278
11 19 141859
7 2 36965
22 19 118681
20 37 114603
20 13 236241
26 38 57819
11 20 208558
12 7 146917
26 7 63204
35 37 140562
7 35 123242
28 25 128688
12 24 138252
2 32 90560
12 21 205413
20 17 127185
1 19 112274
17 37 111381
24 20 74006
27 38 55530
21 19 74468
27 35 77785
28 12 180680
22 10 198380
30 6 132266
15 6 91228
29 7 178305
4 23 9051
14 23 25086
15 7 74398
3 1 124386
12 25 180557
17 35 136202
5 1 253828
31 25 98240
2 3 47719
22 29 76699
17 1 173254
11 36 180461
33 13 186910
8 11 149266
13 28 218879
8 22 126088
8 20 88720
3 27 58400
36 2 74209
9 30 157960
3 16 23756
4 34 140594
7 3 28084
11 10 244025
32 9 146344
7 13 170900
30 7 115412
23 8 18576
35 6 90416
21 4 72350
35 19 107282
15 13 189138
30 23 110609
25 23 96631
38 14 63342
21 6 92656
29 26 178441
2 12 166567
28 34 181702
2 30 135063
10 37 135456
21 15 132894
34 35 221522
24 16 14715
38 30 105602
15 30 129217
31 4 146133
19 27 46288
36 26 85834
34 30 209267
37 15 91716
12 6 163747
37 8 40697
28 38 78037
20 6 48511
11 2 162852
8 21 81875
5 30 245230
19 20 81313
13 24 162235
1 2 100445
3 5 145533
27 7 62260
11 7 135493
35 16 118914
35 32 166459
11 13 296787
4 19 2118
24 9 94462
13 17 144582
6 10 134968
27 28 122399
26 21 121700
10 36 140768
20 38 116124
1 7 96302
27 4 48406
33 24 40661
19 36 38602
5 33 174934
24 15 65733
37 31 181541
16 11 149271
29 38 185493
3 25 73350
37 11 175149
6 34 171300
20 12 212258
29 18 192942
17 38 112902
25 35 168508
26 14 75778
19 26 47232
29 8 183658
34 8 145883
17 16 89735
29 17 169614
27 21 120756
38 35 117857
20 29 243646
12 10 163061
6 37 66092
29 3 188363
16 38 46455
5 32 200743
32 38 94000
29 25 221937
11 17 208018
37 14 61821
3 11 153971
9 37 120445
13 31 284507
22 12 35319
25 10 118029
21 37 107758
23 17 89260
1 27 78111
9 25 102995
28 8 83518
10 28 145414
12 13 244757
26 5 180653
2 26 82839
8 26 54639
12 31 82317
10 19 102166
4 24 5189
1 30 71392
10 26 125174
33 21 107822
2 5 177161
27 37 79578
11 28 213734
10 31 162696
33 37 66644
35 11 223584
31 38 148905
38 8 42218
34 5 271897
21 1 164404
13 34 267034
5 38 168232
21 20 141167
9 29 194150
6 2 11347
24 22 121752
4 8 9525
36 35 145872
36 34 177078
19 5 141554
15 27 79145
36 38 73413
14 33 61885
14 13 183459
20 9 168468
23 22 125614
19 7 15972
27 18 62979
3 12 157671
34 25 53014
20 27 127601
22 27 164969
24 11 134552
9 6 119957
26 1 159506
23 13 166097
11 26 189091
26 20 128545
11 38 176670
9 8 94562
17 7 94063
27 25 106181
31 8 155658
18 19 16691
1 33 112246
2 25 121069
6 29 195135
23 38 45980
23 3 23281
3 9 75043
12 19 145559
5 20 183881
5 36 102952
19 141
19 9 190281
4 1 136281
8 7 19122
14 5 86905
9 8 19867
3 9 135051
7 16 173353
9 2 59920
13 1 301434
12 1 182600
17 4 63800
8 17 44186
15 7 198438
4 8 78703
14 17 30174
5 10 48030
5 16 171075
3 2 163817
2 16 194284
1 15 70890
19 3 294178
